Date,Close (BTC),Volume (BTC),Close (ETH),Volume (ETH),Close (USDT),Volume (USDT),Close (BNB),Volume (BNB)
2017-12-16 00:00:00+00:00,19497.400390625,12740599808,696.208984375,2165690112,1.0074199438095093,1592729984,4.664649963378906,54002400
2017-12-17 00:00:00+00:00,19140.80078125,13314599936,719.9749755859375,2147389952,1.0092400312423706,1931020032,5.756720066070557,98159600
2017-12-18 00:00:00+00:00,19114.19921875,14839499776,794.64501953125,3249230080,1.0130200386047363,2517230080,5.61584997177124,66623700
2017-12-19 00:00:00+00:00,17776.69921875,16894499840,826.822998046875,4096549888,1.0106799602508545,3073860096,5.792329788208008,66695200
2017-12-20 00:00:00+00:00,16624.599609375,22149699584,819.0859985351562,3969939968,1.0001800060272217,3751790080,5.176209926605225,47866900
2017-12-21 00:00:00+00:00,15802.900390625,16516599808,821.06298828125,3569060096,1.0092099905014038,3106720000,5.180009841918945,46905500
2017-12-22 00:00:00+00:00,13831.7998046875,22197999616,674.8599853515625,4977710080,1.0179500579833984,4687949824,4.336150169372559,36672600
2017-12-23 00:00:00+00:00,14699.2001953125,13086000128,719.3870239257812,2480339968,1.045259952545166,2353740032,4.839260101318359,32930300
2017-12-24 00:00:00+00:00,13925.7998046875,11572299776,694.1480102539062,2300549888,1.0230300426483154,2611589888,5.285679817199707,43676900
2017-12-25 00:00:00+00:00,14026.599609375,10664699904,765.833984375,2491760128,1.0111299753189087,1708380032,6.560009956359863,66374400
2017-12-26 00:00:00+00:00,16099.7998046875,13454300160,773.8359985351562,2201159936,1.0040700435638428,1854780032,9.029419898986816,167812992
2017-12-27 00:00:00+00:00,15838.5,12487600128,762.8419799804688,2100029952,1.003659963607788,1939949952,10.107000350952148,167808000
2017-12-28 00:00:00+00:00,14606.5,12336499712,737.0230102539062,2389149952,1.0065900087356567,2211409920,9.321410179138184,109298000
2017-12-29 00:00:00+00:00,14656.2001953125,13025500160,753.5919799804688,2648969984,1.0056400299072266,1929090048,8.807600021362305,70849400
2017-12-30 00:00:00+00:00,12952.2001953125,14452599808,717.2570190429688,3187780096,1.0213500261306763,2711059968,7.841010093688965,72933904
2017-12-31 00:00:00+00:00,14156.400390625,12136299520,756.7329711914062,2554269952,1.0122599601745605,1927010048,8.635580062866211,74927904
2018-01-01 00:00:00+00:00,13657.2001953125,10291200000,772.6409912109375,2595760128,1.0072799921035767,1685299968,8.414609909057617,66422800
2018-01-02 00:00:00+00:00,14982.099609375,16846600192,884.4439697265625,5783349760,1.0048999786376953,2635859968,8.837770462036133,104789000
2018-01-03 00:00:00+00:00,15201.0,16871900160,962.719970703125,5093159936,1.0134400129318237,2471689984,9.535880088806152,108852000
2018-01-04 00:00:00+00:00,15599.2001953125,21783199744,980.9219970703125,6502859776,1.0025299787521362,3200130048,9.213990211486816,158819008
2018-01-05 00:00:00+00:00,17429.5,23840899072,997.719970703125,6683149824,0.9986339807510376,3096620032,14.917200088500977,341504992
2018-01-06 00:00:00+00:00,17527.0,18314600448,1041.6800537109375,4662219776,1.0089900493621826,2620080128,22.75979995727539,637020992
2018-01-07 00:00:00+00:00,16477.599609375,15866000384,1153.1700439453125,5569880064,1.0015699863433838,2338180096,18.65679931640625,258050000
2018-01-08 00:00:00+00:00,15170.099609375,18413899776,1148.530029296875,8450970112,1.0093200206756592,3815749888,18.260900497436523,296617984
2018-01-09 00:00:00+00:00,14595.400390625,16659999744,1299.739990234375,7965459968,1.0059900283813477,2766180096,17.411800384521484,194750000
2018-01-10 00:00:00+00:00,14973.2998046875,18500800512,1255.8199462890625,9214950400,1.0012799501419067,3189860096,17.39080047607422,146582000
2018-01-11 00:00:00+00:00,13405.7998046875,16534099968,1154.9300537109375,7235899904,1.001710057258606,3841110016,21.042699813842773,389228000
2018-01-12 00:00:00+00:00,13980.599609375,12065699840,1273.199951171875,5222300160,1.0060800313949585,2668219904,22.316299438476562,387537984
2018-01-13 00:00:00+00:00,14360.2001953125,12763599872,1396.4200439453125,5746760192,1.002020001411438,2759879936,22.174400329589844,181676000
2018-01-14 00:00:00+00:00,13772.0,11084099584,1366.77001953125,4841630208,1.0161199569702148,2960410112,20.777299880981445,129239000
2018-01-15 00:00:00+00:00,13819.7998046875,12750799872,1291.9200439453125,4781100032,1.0066200494766235,2557179904,19.564699172973633,244154000
2018-01-16 00:00:00+00:00,11490.5,18853799936,1053.68994140625,8405139968,1.0341500043869019,5552929792,13.891900062561035,399951008
2018-01-17 00:00:00+00:00,11188.599609375,18830600192,1014.25,8545160192,1.0145299434661865,5588839936,14.203200340270996,299411008
2018-01-18 00:00:00+00:00,11474.900390625,15020399616,1036.280029296875,5938319872,1.023110032081604,4302300160,14.280400276184082,204899008
2018-01-19 00:00:00+00:00,11607.400390625,10740400128,1039.0999755859375,4084450048,1.004539966583252,2876989952,14.940600395202637,139882000
2018-01-20 00:00:00+00:00,12899.2001953125,11801700352,1155.1500244140625,3975190016,1.0011099576950073,2942779904,16.19029998779297,156744992
2018-01-21 00:00:00+00:00,11600.099609375,9935179776,1049.5799560546875,3378089984,0.9998610019683838,3302010112,14.068300247192383,141562000
2018-01-22 00:00:00+00:00,10931.400390625,10537400320,1003.260009765625,3810099968,1.0050400495529175,3274899968,13.014599800109863,138026000
2018-01-23 00:00:00+00:00,10868.400390625,9660609536,986.22900390625,3556699904,1.0050499439239502,3126830080,13.093500137329102,91706200
2018-01-24 00:00:00+00:00,11359.400390625,9940989952,1058.780029296875,3944039936,0.997484028339386,2620630016,13.628700256347656,105736000
2018-01-25 00:00:00+00:00,11259.400390625,8873169920,1056.030029296875,4050190080,0.9995949864387512,2571930112,13.228400230407715,105648000
2018-01-26 00:00:00+00:00,11171.400390625,9746199552,1055.1700439453125,3617690112,1.004140019416809,2957009920,13.218199729919434,113429000
2018-01-27 00:00:00+00:00,11440.7001953125,7583269888,1107.0699462890625,3002870016,0.9933249950408936,2051980032,13.253000259399414,84009400
2018-01-28 00:00:00+00:00,11786.2998046875,8350360064,1246.010009765625,5372329984,0.988789975643158,2546639872,13.540200233459473,93871104
2018-01-29 00:00:00+00:00,11296.400390625,7107359744,1182.3599853515625,3715079936,0.9953190088272095,2031160064,12.76449966430664,71294304
2018-01-30 00:00:00+00:00,10106.2998046875,8637859840,1071.1300048828125,4107859968,0.98648601770401,3108630016,11.250699996948242,59389600
2018-01-31 00:00:00+00:00,10221.099609375,8041160192,1118.31005859375,3757560064,0.9902740120887756,2663930112,11.145000457763672,50435000
2018-02-01 00:00:00+00:00,9170.5400390625,9959400448,1036.7900390625,5261680128,0.986939013004303,3498899968,9.515839576721191,82984200
2018-02-02 00:00:00+00:00,8830.75,12726899712,915.7849731445312,6713290240,0.9907469749450684,4785869824,9.652290344238281,91468200
2018-02-03 00:00:00+00:00,9174.91015625,7263790080,964.0189819335938,3243480064,1.0013099908828735,2488529920,9.749679565429688,56556200
2018-02-04 00:00:00+00:00,8277.009765625,7073549824,834.6820068359375,2997090048,1.0101300477981567,2504640000,8.458640098571777,49990000
2018-02-05 00:00:00+00:00,6955.27001953125,9285289984,697.9509887695312,4269530112,0.9963080286979675,4078980096,6.7050299644470215,55276900
2018-02-06 00:00:00+00:00,7754.0,13999800320,793.1220092773438,6518269952,1.0100899934768677,6247249920,8.288849830627441,97189904
2018-02-07 00:00:00+00:00,7621.2998046875,9169280000,757.0679931640625,3896179968,1.0013999938964844,3307539968,8.095009803771973,77970304
2018-02-08 00:00:00+00:00,8265.58984375,9346750464,817.8070068359375,3708189952,1.0189100503921509,2466619904,8.595499992370605,82496000
2018-02-09 00:00:00+00:00,8736.98046875,6784820224,883.864990234375,2495820032,1.0021100044250488,1631139968,9.730460166931152,9284
2018-02-10 00:00:00+00:00,8621.900390625,7780960256,860.4149780273438,2930530048,1.0037000179290771,2628379904,9.255970001220703,80123200
2018-02-11 00:00:00+00:00,8129.97021484375,6122189824,814.6599731445312,2486650112,0.9992510080337524,2431739904,8.704910278320312,68554600
2018-02-12 00:00:00+00:00,8926.5703125,6256439808,868.7069702148438,2243450112,1.0000900030136108,2457489920,9.322469711303711,50792600
2018-02-13 00:00:00+00:00,8598.3095703125,5696719872,845.2579956054688,2081170048,1.001099944114685,2226759936,8.986780166625977,41593400
2018-02-14 00:00:00+00:00,9494.6298828125,7909819904,923.5609741210938,2818370048,1.0007699728012085,3066190080,10.40060043334961,68781600
2018-02-15 00:00:00+00:00,10166.400390625,9062540288,936.9760131835938,2900100096,1.0054099559783936,3286909952,10.931099891662598,108962000
2018-02-16 00:00:00+00:00,10233.900390625,7296159744,944.2100219726562,2369449984,1.0020999908447266,2605819904,11.201600074768066,71131800
2018-02-17 00:00:00+00:00,11112.7001953125,8660880384,974.114990234375,2525720064,1.0037000179290771,2797600000,11.689299583435059,76093504
2018-02-18 00:00:00+00:00,10551.7998046875,8744009728,923.9210205078125,2567290112,1.0051900148391724,3124179968,10.702400207519531,62044700
2018-02-19 00:00:00+00:00,11225.2998046875,7652089856,943.864990234375,2169019904,1.0006099939346313,2546439936,11.075699806213379,54898800
2018-02-20 00:00:00+00:00,11403.7001953125,9926540288,895.3709716796875,2545260032,1.0006099939346313,3126220032,9.904509544372559,66512400
2018-02-21 00:00:00+00:00,10690.400390625,9405339648,849.9710083007812,2531729920,1.0009700059890747,3459830016,9.380789756774902,55087600
2018-02-22 00:00:00+00:00,10005.0,8040079872,812.844970703125,2150370048,1.0040899515151978,2904620032,8.904029846191406,47216100
2018-02-23 00:00:00+00:00,10301.099609375,7739500032,864.1890258789062,2334820096,1.0015699863433838,2815280128,9.692110061645508,53626800
2018-02-24 00:00:00+00:00,9813.0703125,6917929984,840.5150146484375,1926579968,1.0028400421142578,2417710080,9.1419095993042,48709200
2018-02-25 00:00:00+00:00,9664.73046875,5706939904,844.8099975585938,1646960000,1.0003399848937988,1968850048,9.346599578857422,43814500
2018-02-26 00:00:00+00:00,10366.7001953125,7287690240,869.3150024414062,2044480000,0.9995610117912292,2362210048,9.90231990814209,53540300
2018-02-27 00:00:00+00:00,10725.599609375,6966179840,878.2650146484375,2053980032,1.0005199909210205,2473019904,10.659899711608887,97184400
2018-02-28 00:00:00+00:00,10397.900390625,6936189952,855.198974609375,1963980032,0.9989029765129089,2414230016,10.438199996948242,69036400
2018-03-01 00:00:00+00:00,10951.0,7317279744,872.2000122070312,1868519936,1.0004199743270874,2285570048,10.509699821472168,72474200
2018-03-02 00:00:00+00:00,11086.400390625,7620590080,856.85302734375,1894419968,0.9997299909591675,2172250112,10.224800109863281,46449100
2018-03-03 00:00:00+00:00,11489.7001953125,6690570240,857.2249755859375,1699369984,1.0008699893951416,2181489920,10.217900276184082,40001900
2018-03-04 00:00:00+00:00,11512.599609375,6084149760,866.677978515625,1697939968,0.9976119995117188,2133910016,10.348099708557129,37886900
2018-03-05 00:00:00+00:00,11573.2998046875,6468539904,853.6840209960938,1898489984,0.9988639950752258,2227680000,10.11050033569336,38605100
2018-03-06 00:00:00+00:00,10779.900390625,6832169984,816.9509887695312,1943069952,1.000499963760376,2491849984,9.384380340576172,38182600
2018-03-07 00:00:00+00:00,9965.5703125,8797910016,752.8309936523438,2175419904,1.0024800300598145,3037380096,9.034879684448242,79740800
2018-03-08 00:00:00+00:00,9395.009765625,7186089984,704.5960083007812,1891640064,1.005910038948059,2636689920,8.310440063476562,48535100
2018-03-09 00:00:00+00:00,9337.5498046875,8704190464,728.916015625,2233019904,1.0016599893569946,3131620096,8.313070297241211,46893300
2018-03-10 00:00:00+00:00,8866.0,5386319872,686.8900146484375,1532960000,1.0051900148391724,2218810112,7.67165994644165,41645000
2018-03-11 00:00:00+00:00,9578.6298828125,6296370176,723.3389892578125,1562680064,1.0038399696350098,2394810112,8.272379875183105,45451700
2018-03-12 00:00:00+00:00,9205.1201171875,6457399808,699.8309936523438,1764999936,1.0023499727249146,2155559936,8.039270401000977,51188100
2018-03-13 00:00:00+00:00,9194.849609375,5991139840,690.8270263671875,1425959936,0.9998430013656616,1890040064,10.11520004272461,216111008
2018-03-14 00:00:00+00:00,8269.8095703125,6438230016,614.291015625,1810560000,1.002750039100647,2151670016,8.959210395812988,124112000
2018-03-15 00:00:00+00:00,8300.8603515625,6834429952,611.3040161132812,1770460032,1.0012799501419067,2259869952,9.099080085754395,104531000
2018-03-16 00:00:00+00:00,8338.349609375,5289379840,601.666015625,1417350016,0.9985510110855103,1872050048,9.111319541931152,97626000
2018-03-17 00:00:00+00:00,7916.8798828125,4426149888,552.7789916992188,1267810048,1.0016200542449951,1687920000,8.987739562988281,94679904
2018-03-18 00:00:00+00:00,8223.6796875,6639190016,538.6439819335938,2685499904,1.0030800104141235,2639470080,8.951849937438965,94840304
2018-03-19 00:00:00+00:00,8630.650390625,6729110016,556.7260131835938,2046790016,0.9898669719696045,2638089984,8.9927396774292,97938896
2018-03-20 00:00:00+00:00,8913.4697265625,6361789952,557.1749877929688,1833680000,0.996832013130188,2506319872,9.160929679870605,96919504
2018-03-21 00:00:00+00:00,8929.2802734375,6043129856,561.7319946289062,1781270016,0.999243974685669,2353890048,9.982000350952148,131761000
2018-03-22 00:00:00+00:00,8728.4697265625,5530390016,539.7020263671875,1523459968,0.9989820122718811,2171849984,10.066300392150879,112305000
2018-03-23 00:00:00+00:00,8879.6201171875,5954120192,539.6190185546875,1596349952,0.9902349710464478,1995699968,11.737600326538086,157246000
2018-03-24 00:00:00+00:00,8668.1201171875,5664600064,526.4390258789062,1300009984,1.0090999603271484,1785500032,13.089099884033203,255358000
2018-03-25 00:00:00+00:00,8495.7802734375,4569880064,524.2869873046875,1151170048,0.9996860027313232,1511320064,12.783100128173828,189518000
2018-03-26 00:00:00+00:00,8209.400390625,5921039872,489.95098876953125,1638880000,1.0034099817276,2183960064,12.061400413513184,132353000
2018-03-27 00:00:00+00:00,7833.0400390625,5378250240,450.1159973144531,1617939968,1.0016100406646729,2051079936,11.508299827575684,102579000
2018-03-28 00:00:00+00:00,7954.47998046875,4935289856,446.27899169921875,1514179968,0.9992039799690247,1857049984,11.640399932861328,92931200
2018-03-29 00:00:00+00:00,7165.7001953125,6361229824,385.9679870605469,1970230016,0.9986230134963989,2486609920,10.196100234985352,81352096
2018-03-30 00:00:00+00:00,6890.52001953125,6289509888,394.6449890136719,1878130048,0.9989429712295532,2596849920,10.3503999710083,75551600
2018-03-31 00:00:00+00:00,6973.52978515625,4553269760,396.4570007324219,1323920000,1.0007699728012085,1763719936,11.055899620056152,89256304
2018-04-01 00:00:00+00:00,6844.22998046875,4532100096,379.60699462890625,1256930048,0.999809980392456,1832530048,11.066200256347656,87918096
2018-04-02 00:00:00+00:00,7083.7998046875,4333440000,386.42498779296875,1102259968,1.0001300573349,1550880000,12.620699882507324,116071000
2018-04-03 00:00:00+00:00,7456.10986328125,5499700224,416.89300537109375,1363399936,1.0003700256347656,1753520000,13.360699653625488,141287008
2018-04-04 00:00:00+00:00,6853.83984375,4936000000,380.5429992675781,1287730048,1.000830054283142,1772329984,12.190400123596191,119600000
2018-04-05 00:00:00+00:00,6811.47021484375,5639320064,383.23199462890625,1210680064,1.0025299787521362,1609469952,12.45359992980957,103864000
2018-04-06 00:00:00+00:00,6636.31982421875,3766810112,370.2850036621094,967105984,1.0010900497436523,1257110016,12.258399963378906,81989696
2018-04-07 00:00:00+00:00,6911.08984375,3976610048,385.3139953613281,951475008,0.9996439814567566,1332259968,12.455699920654297,87924896
2018-04-08 00:00:00+00:00,7023.52001953125,3652499968,400.50799560546875,948488000,0.9968090057373047,1090880000,12.117600440979004,79045000
2018-04-09 00:00:00+00:00,6770.72998046875,4894060032,398.5260009765625,1478390016,0.9975550174713135,1678770048,11.868300437927246,80643696
2018-04-10 00:00:00+00:00,6834.759765625,4272750080,414.2430114746094,1196000000,0.9973559975624084,1253949952,12.036199569702148,87608200
2018-04-11 00:00:00+00:00,6968.31982421875,4641889792,430.5400085449219,1439040000,1.000249981880188,1741699968,12.230899810791016,92759696
2018-04-12 00:00:00+00:00,7889.25,8906250240,492.9410095214844,2519360000,0.9968309998512268,3636590080,12.952500343322754,133239000
2018-04-13 00:00:00+00:00,7895.9599609375,7764460032,492.7349853515625,2419249920,0.998894989490509,3218919936,13.536800384521484,148215008
2018-04-14 00:00:00+00:00,7986.240234375,5191430144,501.4779968261719,1519079936,0.9997659921646118,2060220032,13.244400024414062,94980800
2018-04-15 00:00:00+00:00,8329.1103515625,5244480000,531.7020263671875,1726089984,0.9986019730567932,2057859968,13.058799743652344,115373000
2018-04-16 00:00:00+00:00,8058.669921875,5631309824,511.1470031738281,1758979968,0.9975919723510742,2125180032,12.210000038146973,75965504
2018-04-17 00:00:00+00:00,7902.08984375,6900879872,502.8940124511719,1760359936,0.9985560178756714,2075650048,11.769399642944336,77537400
2018-04-18 00:00:00+00:00,8163.419921875,6529909760,524.7890014648438,1762940032,0.99760901927948,2112089984,12.275699615478516,90015104
2018-04-19 00:00:00+00:00,8294.3095703125,7063209984,567.8889770507812,2256869888,0.9971849918365479,2217799936,12.35260009765625,78661696
2018-04-20 00:00:00+00:00,8845.830078125,8438110208,615.718017578125,2849469952,0.998337984085083,3458870016,12.575200080871582,86036096
2018-04-21 00:00:00+00:00,8895.580078125,7548550144,605.39501953125,2612460032,0.9990140199661255,3570040064,13.378399848937988,141582000
2018-04-22 00:00:00+00:00,8802.4599609375,6629899776,621.8599853515625,2426269952,0.9961959719657898,3176019968,12.875900268554688,84873000
2018-04-23 00:00:00+00:00,8930.8798828125,6925190144,642.5479736328125,2386830080,0.9978470206260681,3075480064,13.625300407409668,132041000
2018-04-24 00:00:00+00:00,9697.5,10678800384,708.1580200195312,3581860096,1.0047600269317627,5033249792,15.265999794006348,165599008
2018-04-25 00:00:00+00:00,8845.740234375,11083100160,615.416015625,4216140032,0.9918090105056763,6126580224,13.290900230407715,144820992
2018-04-26 00:00:00+00:00,9281.509765625,8970559488,662.8090209960938,2984009984,0.9996140003204346,4206320128,14.653599739074707,127788000
2018-04-27 00:00:00+00:00,8987.0498046875,7566289920,647.031982421875,2598129920,1.0041500329971313,4060179968,14.329099655151367,101995000
2018-04-28 00:00:00+00:00,9348.48046875,7805479936,683.677978515625,2496659968,0.999334990978241,4066050048,15.20009994506836,122360000
2018-04-29 00:00:00+00:00,9419.080078125,8853000192,688.8809814453125,2740559872,0.9980159997940063,5167799808,15.05620002746582,105495000
2018-04-30 00:00:00+00:00,9240.5498046875,8673920000,669.9240112304688,2853100032,0.9989190101623535,4498440192,14.312100410461426,83765800
2018-05-01 00:00:00+00:00,9119.009765625,7713019904,673.6129760742188,2678960128,1.0034899711608887,3901110016,14.164299964904785,75433904
2018-05-02 00:00:00+00:00,9235.919921875,7558159872,687.1489868164062,2822269952,0.9974640011787415,3711889920,14.409199714660645,80730304
2018-05-03 00:00:00+00:00,9743.8603515625,10207299584,779.5430297851562,4210939904,0.9979730248451233,4307829760,14.652600288391113,104726000
2018-05-04 00:00:00+00:00,9700.759765625,8217829888,785.6240234375,3533410048,0.9985610246658325,3844979968,14.329500198364258,79940496
2018-05-05 00:00:00+00:00,9858.150390625,7651939840,816.1199951171875,3035040000,0.996284008026123,3848780032,14.36870002746582,71502096
2018-05-06 00:00:00+00:00,9654.7998046875,7222280192,792.3109741210938,3105570048,0.9972019791603088,3948859904,13.94260025024414,74731600
2018-05-07 00:00:00+00:00,9373.009765625,7394019840,753.7249755859375,4316120064,0.9972370266914368,4137240064,13.702500343322754,59800200
2018-05-08 00:00:00+00:00,9234.8203125,7415869952,752.8569946289062,2920489984,1.002120018005371,3317769984,13.529000282287598,57865500
2018-05-09 00:00:00+00:00,9325.1796875,7226890240,752.2750244140625,2877870080,1.0005099773406982,3236689920,14.660200119018555,99046304
2018-05-10 00:00:00+00:00,9043.9404296875,6906699776,727.2769775390625,2748950016,1.0013400316238403,3430200064,13.818400382995605,68250000
2018-05-11 00:00:00+00:00,8441.490234375,8488520192,679.5859985351562,3290080000,1.0022499561309814,4733060096,12.993900299072266,57027500
2018-05-12 00:00:00+00:00,8504.8896484375,6821380096,686.0479736328125,2668480000,1.001099944114685,4539990016,12.943900108337402,44001000
2018-05-13 00:00:00+00:00,8723.9404296875,5866379776,733.4959716796875,2362500096,1.003250002861023,3179099904,13.11870002746582,70816496
2018-05-14 00:00:00+00:00,8716.7900390625,7364149760,730.5490112304688,3005110016,1.001270055770874,3820280064,12.870699882507324,49317700
2018-05-15 00:00:00+00:00,8510.3798828125,6705710080,708.8709716796875,2523069952,1.0011399984359741,3315440128,12.56779956817627,45696200
2018-05-16 00:00:00+00:00,8368.830078125,6760220160,707.0499877929688,2476130048,0.9999499917030334,3238190080,12.260499954223633,35233200
2018-05-17 00:00:00+00:00,8094.31982421875,5862530048,672.656982421875,2350619904,1.000190019607544,3026749952,12.46500015258789,54251500
2018-05-18 00:00:00+00:00,8250.9697265625,5764190208,694.3670043945312,2305740032,1.0011099576950073,3051709952,15.13539981842041,243260992
2018-05-19 00:00:00+00:00,8247.1796875,4712399872,696.530029296875,2021549952,1.0003600120544434,2569299968,14.245699882507324,138320992
2018-05-20 00:00:00+00:00,8513.25,5191059968,715.3690185546875,2156910080,0.9991170167922974,2610939904,14.117799758911133,95390200
2018-05-21 00:00:00+00:00,8418.990234375,5154990080,699.2219848632812,2005170048,1.0029699802398682,2406449920,14.722299575805664,97367296
2018-05-22 00:00:00+00:00,8041.77978515625,5137010176,647.7410278320312,2230469888,1.0029699802398682,2417590016,13.92549991607666,86545104
2018-05-23 00:00:00+00:00,7557.81982421875,6491120128,583.5850219726562,2995429888,1.0040199756622314,3360600064,12.626199722290039,68215200
2018-05-24 00:00:00+00:00,7587.33984375,6049220096,601.7550048828125,2791099904,0.9988179802894592,3122710016,13.000300407409668,54410900
2018-05-25 00:00:00+00:00,7480.14013671875,4867829760,586.7340087890625,2110919936,1.000440001487732,2375610112,13.008000373840332,49173800
2018-05-26 00:00:00+00:00,7355.8798828125,4051539968,587.280029296875,1694300032,0.9998900294303894,1872140032,12.759099960327148,43258400
2018-05-27 00:00:00+00:00,7368.22021484375,4056519936,572.6680297851562,1788790016,0.9991819858551025,1885900032,12.605799674987793,36691600
2018-05-28 00:00:00+00:00,7135.990234375,5040600064,516.0360107421875,2356900096,1.0024900436401367,2582710016,11.89430046081543,33398400
2018-05-29 00:00:00+00:00,7472.58984375,5662660096,565.3880004882812,2330820096,1.0006799697875977,3003919872,12.571700096130371,48807700
2018-05-30 00:00:00+00:00,7406.52001953125,4922540032,559.5900268554688,2053970048,0.9997270107269287,2429060096,12.570899963378906,43146300
2018-05-31 00:00:00+00:00,7494.169921875,5127130112,577.64501953125,1985040000,0.9980030059814453,2613339904,14.190199851989746,93931696
2018-06-01 00:00:00+00:00,7541.4501953125,4921460224,580.0430297851562,1945890048,1.0009900331497192,2486080000,14.240799903869629,80342200
2018-06-02 00:00:00+00:00,7643.4501953125,4939299840,591.8079833984375,1880390016,0.9935299754142761,3187569920,14.679699897766113,87983000
2018-06-03 00:00:00+00:00,7720.25,4851760128,618.3289794921875,1832550016,1.000100016593933,2796300032,14.565999984741211,82182304
2018-06-04 00:00:00+00:00,7514.47021484375,4993169920,592.9849853515625,1903430016,1.0005199909210205,2798279936,14.261099815368652,58219100
